hash_inn,y
258799,12
80439,8
97884,12
20268,12
108986,12
258873,4
65210,8
167701,12
253576,34
108783,12
126671,12
11288,26
216748,12
213391,12
183816,11
114000,12
15440,4
70491,12
4304,4
223930,12
93466,12
135102,12
208611,12
199766,34
107397,12
254473,12
122433,12
67883,12
26888,12
121085,12
136507,12
198196,12
246046,12
123065,12
41209,12
177284,11
20594,12
228044,12
256038,12
29716,12
217772,12
192212,12
118202,12
98769,12
64026,12
120450,76
35917,12
228814,12
169922,12
29969,34
185457,4
207855,12
140375,12
209998,4
148424,12
175759,12
168047,12
87487,12
42096,12
178351,12
135836,12
147876,12
36511,76
188672,12
48766,12
83407,12
162479,12
149659,12
234811,12
183670,12
119054,12
58508,12
95344,12
248868,12
13208,12
99826,12
136899,12
51108,12
253324,44
223061,12
66727,12
220582,12
103057,8
230183,12
38910,12
239522,12
85247,12
149185,12
103917,12
27303,12
118453,12
143549,12
221006,12
10791,12
16064,14
255527,12
106778,12
176180,12
60613,12
22811,12
115969,12
69270,12
84478,12
48474,34
28137,12
97098,12
147461,8
127393,11
50022,12
11245,12
97909,12
142686,14
254106,4
96437,4
85757,12
59336,21
147457,12
218434,14
105460,34
148784,12
46946,12
104525,34
255212,12
161426,12
81787,12
99516,14
241101,12
195529,12
70365,12
97036,14
147067,12
202138,12
93060,52
29637,26
189893,12
29641,12
92539,14
228210,12
200623,12
130314,62
166402,67
237593,12
52303,14
77006,12
17417,9
10840,12
258195,12
33759,12
101308,12
31352,4
60846,12
16634,12
54157,8
181157,12
189513,62
49083,12
49111,12
71700,12
115207,12
101951,12
161399,12
173450,12
118257,52
12530,12
193237,12
40402,12
108003,9
188079,76
253649,11
17752,12
229642,12
6225,14
241041,52
169992,12
86589,6
30733,12
100902,6
15939,12
228801,8
19230,12
66351,12
208242,12
8735,14
207514,12
183874,52
32176,4
33244,12
166001,12
243715,14
229207,12
100295,12
131189,34
119235,12
131146,12
215508,26
28657,26
5924,52
210539,11
40554,14
23860,34
186315,61
8648,34
18997,12
31810,12
62955,8
83081,12
222975,34
136663,4
231157,12
171950,14
209853,12
89233,12
258834,12
192971,12
1202,12
123086,12
7811,12
254876,12
19166,12
184858,14
152281,12
213202,8
13989,12
138613,12
210846,12
129888,12
120072,12
13611,34
132074,14
67897,26
191913,6
234167,52
19855,70
43654,12
115806,8
57193,11
256439,4
141057,12
149206,14
207640,12
156608,12
176329,12
91861,12
192492,34
157079,12
104107,34
206049,12
7316,56
208041,12
131060,12
23042,12
51556,12
204871,0
15967,12
51517,12
81161,12
220866,12
65925,12
64677,12
112950,12
53396,34
167010,12
116392,12
47255,34
144349,39
248302,18
158925,12
8541,26
153763,54
97226,12
102554,34
179124,12
189244,14
65246,12
169029,34
128002,12
123577,12
44606,12
198192,12
217230,6
51447,12
131217,12
87881,12
259876,12
230467,9
111597,12
118403,12
20696,12
198661,14
10608,4
135909,14
252104,12
123779,12
121124,12
136309,34
156937,12
228450,12
241547,12
216085,8
192786,12
125482,4
66916,12
204758,12
209123,34
128948,12
239487,12
147793,12
99970,12
6086,8
193279,12
24745,12
27498,12
77631,12
81000,26
250193,12
178372,12
91898,14
176840,12
154198,12
168018,12
223866,34
117845,34
11147,12
243134,14
127859,14
36983,34
204920,12
231275,11
8542,14
223588,14
111123,34
79317,12
212193,12
180258,52
79255,12
88083,12
124701,12
176190,8
96470,34
143320,12
208437,12
217448,12
147010,46
127401,14
52404,12
8483,12
193971,12
219572,12
33067,16
173000,18
37166,4
200054,18
176477,14
21605,12
217695,12
3708,34
64745,12
234537,12
113705,6
48850,12
175501,46
154895,12
251318,12
179235,12
188992,12
163840,12
24509,14
100254,12
232066,14
222307,34
237511,14
13551,12
140436,12
247896,12
114507,55
139644,12
253889,8
12153,12
112470,14
99809,12
14413,34
219335,12
227013,0
28085,12
176945,12
238406,12
107418,12
179440,8
238291,12
134389,12
63233,77
214602,39
83239,12
168758,14
84308,12
171335,12
74840,74
52138,14
216759,12
192595,12
14762,12
182576,4
173929,12
150596,12
226819,26
144037,12
115515,12
110734,4
203660,12
75067,12
254194,4
41499,12
212483,12
64734,12
210334,14
173717,12
68554,12
144846,12
2110,34
110178,12
193381,12
234334,12
133950,12
209518,11
88073,12
147841,12
40085,8
98330,12
165643,12
51950,12
104241,12
67518,12
60737,12
58131,12
149,12
169597,12
239955,12
38180,12
18227,12
159725,12
35306,14
169175,12
139211,12
239721,12
25660,12
133747,12
225959,12
56114,8
186441,12
77936,12
139943,4
215157,4
191848,12
44587,8
117238,12
152788,12
41378,12
227144,34
10262,4
122201,12
40823,12
189528,12
10186,12
201440,12
151797,12
225380,12
42204,12
35719,11
66015,12
169739,6
44037,12
1266,12
191185,12
134733,12
239161,12
157843,12
106764,12
118152,12
199066,12
76397,12
57088,12
32777,12
100636,12
198807,34
119603,12
220601,12
134204,12
47921,11
240159,12
184743,52
116384,12
90623,12
237273,12
129598,12
5124,12
162463,12
240011,12
6397,12
102206,12
169463,12
185122,12
39434,12
184208,12
117393,12
61542,12
106765,12
245780,12
214825,12
209543,12
85427,12
176270,8
83956,8
45163,12
195586,4
1504,12
85624,12
61796,48
209032,12
226334,12
182231,12
145921,12
205212,12
34346,12
237892,12
222504,12
180922,12
188023,12
173653,12
131077,12
143642,12
232984,12
210674,12
122922,12
8083,12
133037,12
55112,12
242577,12
184142,6
191923,12
42427,12
56885,12
254158,12
112382,12
180569,12
24652,12
103944,12
115652,12
38547,14
235746,4
180082,12
145886,12
121110,12
181071,26
134102,12
232668,12
218119,12
66541,34
27679,46
77679,12
247627,34
164600,34
227146,14
228491,14
226071,14
213117,34
17176,12
259969,4
55316,12
119816,12
12478,12
55062,8
116681,11
65679,14
215758,14
242723,12
118962,12
216119,12
202453,12
228191,14
38190,12
157727,34
186612,6
29601,12
98029,12
124255,12
123371,12
5890,14
109918,12
236427,14
1928,12
143849,14
252313,12
75572,34
247246,12
119716,12
250981,12
258892,34
99341,12
5270,52
223457,52
191411,14
231972,12
256012,12
255466,12
31484,12
99084,12
61182,34
48303,12
212300,12
42131,4
90970,11
44090,12
208649,12
197958,12
35672,11
56437,4
67319,34
52444,52
78527,14
219054,12
318,12
155077,12
207259,14
97756,4
83048,12
56726,12
80144,12
218829,12
123091,12
139147,12
21029,4
47839,12
71697,12
60330,12
93367,12
96677,12
49879,8
78647,12
75795,12
58322,12
105444,12
6532,14
110158,34
163521,4
39785,6
118352,14
57984,12
71703,12
50513,18
159482,12
12670,14
112279,12
147566,12
187274,12
90383,14
189504,12
122447,12
134453,34
128106,4
110756,12
231297,12
42187,12
88294,12
7985,12
26076,12
25350,12
42196,12
93973,12
160451,8
102872,12
95522,8
151817,4
223692,0
72189,12
112737,3
56371,61
68401,12
164159,12
109973,10
206394,18
258637,12
218482,14
173020,14
29999,47
44888,12
38712,12
26474,12
226814,14
98904,12
145568,12
197567,4
43063,8
142212,11
62260,12
241773,12
66828,12
81564,12
3196,12
180797,12
237275,12
6283,12
107720,12
111972,12
23136,12
138896,12
173025,52
211828,52
11862,34
210931,12
109489,12
199263,4
82583,12
104709,12
10895,16
256697,34
208877,74
183415,12
167970,12
156960,12
208698,34
258045,14
76931,12
73262,11
250530,12
54678,59
196819,16
75938,12
193496,12
112206,12
169685,14
91380,12
249626,12
35019,16
185157,12
106002,11
5839,14
122515,34
224638,14
226327,12
257561,4
92478,12
127327,12
180636,12
215187,12
87105,12
199634,12
76788,11
55372,12
28051,18
107845,12
221341,34
2375,14
16268,12
109354,12
108226,11
118968,12
84902,14
116333,14
6919,12
86450,12
251696,12
26628,34
182309,12
135121,12
96628,14
210207,14
164416,11
118271,14
214414,14
31534,12
152576,12
42425,12
60360,12
89208,8
91197,12
148178,8
124787,12
197132,12
79615,12
25657,8
65420,12
26984,12
39992,6
254449,12
217693,12
155231,12
215020,6
207570,12
238612,12
4676,12
88027,34
217317,20
4318,34
37278,12
206086,12
128960,12
226709,12
147903,12
117494,12
55889,12
212259,12
213287,12
137338,4
139986,12
61666,12
243312,12
248556,4
2946,12
139873,12
201027,12
24536,12
241561,12
122581,12
195843,52
139548,12
63345,12
1904,12
136691,4
254798,8
90995,12
172473,12
159834,12
147128,12
78784,12
214621,12
152516,12
79989,48
73205,12
20471,6
156126,12
241207,14
163690,12
189142,12
181586,12
138461,12
37577,8
52803,12
184905,12
121339,12
116104,8
257991,71
126409,12
61825,12
28725,12
242967,12
167491,12
206709,12
82097,12
61811,12
1382,12
154035,20
91567,12
181310,12
163155,12
96435,12
123016,12
123149,12
21463,12
245180,12
225236,12
122045,12
107165,12
40319,12
129281,12
60843,12
212274,12
213835,12
202110,67
162341,12
203247,12
113807,52
12171,4
228414,12
256594,34
129537,12
47391,12
214106,12
207252,12
254099,12
26937,12
222234,12
203806,73
137635,34
18552,12
39686,12
166007,12
118080,12
178975,12
151131,12
56074,12
168678,12
126730,12
219632,12
137878,12
173841,12
69974,12
119215,12
60908,12
179166,12
248789,12
236907,8
57689,12
156457,12
260471,12
20811,12
3651,12
185382,8
90440,12
136037,12
119104,12
173510,12
229076,8
227477,12
249244,8
64872,12
23521,12
251707,12
58045,12
179193,12
116714,12
162114,12
79861,12
19478,12
7214,12
22008,12
102175,12
151573,12
48653,12
211313,4
50124,6
94934,12
186127,12
99149,34
126779,14
180377,12
150716,4
207159,12
231422,12
3035,55
217674,12
44060,12
131446,12
151634,34
27713,12
99026,52
106794,4
116579,5
56177,14
225242,14
57605,34
16879,12
84647,12
22513,12
71507,12
258450,14
82094,6
6620,12
127380,34
112151,34
188088,12
96172,12
167695,12
173184,12
212121,52
188357,12
212740,39
244081,34
130010,12
142896,12
109413,12
190268,44
94628,14
151833,12
231302,18
28872,52
112050,14
96902,11
171261,12
118878,12
75657,12
128880,4
212521,4
101961,12
23268,52
72900,4
26915,4
180344,8
123269,12
53929,11
116145,12
190230,12
207377,12
177218,12
129667,12
103835,34
138592,12
28682,12
24594,14
25163,11
190941,12
198712,12
253198,12
189728,52
210515,12
146755,12
225766,12
61146,14
145531,12
14338,52
80033,14
256049,12
112254,11
170618,12
102663,12
209204,12
192455,52
104386,12
163407,12
143909,12
51215,14
72263,4
251572,12
53577,8
221224,34
66052,12
196086,4
134271,12
185030,12
39962,12
25934,12
141784,12
205996,12
35665,12
45947,4
177873,43
47004,12
68051,14
232044,34
79030,12
175675,52
258302,12
185394,6
17351,14
44523,12
192923,12
193782,34
135620,12
90933,12
69403,12
217899,12
188137,26
221589,12
62553,26
202330,12
142213,12
198991,12
208986,12
114661,12
146303,12
114797,12
1430,12
27593,47
249696,12
88850,12
192876,12
191972,4
62377,47
12336,12
19612,14
78428,9
5092,12
187285,34
176493,34
23682,34
48048,14
12541,12
73894,4
249284,12
245745,12
14077,34
7949,10
79211,12
72731,12
27582,12
24263,34
190476,14
67187,12
152902,11
95505,12
141676,12
196427,12
112098,4
178758,12
147550,12
34823,8
159018,12
2098,12
109581,12
37770,12
151259,12
193233,4
206201,34
188800,34
126692,34
218708,34
12110,14
162701,12
11110,12
95031,12
102886,12
128607,12
255270,26
256411,12
120512,12
75520,12
216240,34
108613,4
8003,12
35159,12
44051,12
1035,12
177768,12
224819,12
4364,12
242497,14
101865,12
95674,12
135796,20
37767,12
108251,12
244526,12
209165,12
26558,34
18398,11
7025,14
203104,12
151972,62
177807,12
204995,14
48836,14
252816,34
178677,12
126338,12
74526,4
101870,12
63938,12
173641,34
77998,12
68932,14
61757,14
157144,12
8123,4
39788,12
71559,12
18838,67
20184,12
62120,12
254396,12
96117,12
91057,4
218409,8
225949,4
240008,12
212129,14
143421,34
99233,12
68459,12
188635,8
174778,11
68985,18
83798,14
86634,12
118999,34
256533,8
228542,12
57218,12
249675,14
259795,12
79686,34
231340,12
250128,12
242767,12
177376,14
118644,12
213910,12
121414,14
192990,12
100113,8
144855,12
58118,12
57775,12
114696,12
206591,12
91344,12
176849,4
184853,12
57443,12
125202,34
137980,12
260016,12
72484,12
182174,12
94030,12
135016,4
36531,4
178113,12
209420,12
50540,12
16620,12
128450,12
92188,12
45269,12
65450,11
137487,14
141622,12
212597,34
16253,12
246365,12
114756,12
158038,12
145716,12
14315,12
205674,12
158760,12
64785,12
24071,12
49603,12
1999,12
232053,12
157267,12
9820,12
218267,12
151734,6
116916,12
64682,12
32525,12
10235,12
220794,12
234760,12
93057,12
107974,34
180628,12
203964,12
54760,12
7334,12
96461,12
88137,12
81423,12
105719,34
56038,12
191250,4
78947,12
224538,34
25083,12
239740,8
224454,12
221001,12
16471,12
175290,12
102320,12
103093,4
65776,12
148437,34
204148,12
64028,12
32964,12
116738,12
104741,4
190829,12
233434,12
48736,12
183138,14
79234,12
123188,12
21455,12
67312,12
38196,4
120281,12
172339,12
82645,12
184156,12
121693,12
56904,12
48177,12
53680,10
85058,12
58070,12
10600,12
138078,12
173370,12
81841,12
130621,12
193689,8
209786,12
113212,12
52692,12
51270,12
209570,12
204442,12
112234,79
210086,12
259874,12
36310,29
153506,12
76261,12
184326,12
125297,12
155974,12
32952,12
193516,12
34313,12
217886,12
29628,12
5677,12
88864,12
59083,12
254030,8
161135,12
137499,12
253306,34
118450,12
201049,12
104161,12
200324,12
250148,12
93787,12
144875,77
1780,12
131168,12
232981,11
77067,12
44932,12
5748,20
145389,14
82287,12
57806,34
173749,34
46360,14
158398,12
70244,6
19920,12
75542,12
78328,12
191594,12
27596,12
15798,12
50362,12
52461,14
197325,12
160275,12
183740,52
92193,12
147981,12
161926,34
73162,12
86377,18
219177,52
101095,12
212655,74
212406,12
74129,12
176959,11
125109,12
171148,12
70869,12
97498,12
220812,12
181699,12
35015,14
71724,34
126376,12
193578,4
89484,12
247524,12
1796,14
43749,12
121591,12
201675,12
6520,34
197627,12
55109,52
258768,14
231633,55
70085,14
205340,12
122344,12
146846,12
149993,12
219909,53
254104,34
229715,11
19103,14
132761,12
259705,14
125241,12
114842,12
19259,11
165284,12
43074,55
29312,12
212440,11
120920,24
63385,12
81970,12
13521,12
143227,52
141286,12
81641,12
207290,12
187075,12
98178,12
83469,12
20884,12
93019,12
249812,4
108558,52
228242,12
227014,8
206303,34
185967,12
182258,4
91202,12
58224,12
207313,12
207434,12
98465,12
23526,12
15524,12
196807,12
169405,12
13432,12
20746,12
121100,12
217499,12
230027,12
90998,12
24884,26
107395,12
252757,12
210012,12
143247,12
53908,12
44485,12
73326,12
136330,12
106288,12
215668,12
74952,12
67393,12
186433,14
68833,12
210581,12
219192,4
163596,12
63942,12
1507,12
218669,12
231648,24
101385,14
83237,12
159174,12
45482,14
28204,12
235681,12
60537,12
34689,14
211890,12
21112,12
236880,12
3996,34
210140,12
191456,12
251331,12
257241,14
592,55
92799,12
253929,12
26577,11
199319,12
85790,26
53219,12
14857,12
38965,12
9154,12
172634,12
88403,12
191223,12
73368,12
252862,12
204403,12
75618,12
37234,12
191465,12
255622,12
19999,12
170710,12
200969,14
245765,12
198876,12
252016,12
62155,12
105110,12
43432,12
177576,12
92121,12
74928,4
843,12
256298,12
138069,12
142944,12
253811,12
202300,12
212324,12
252738,12
56878,12
101332,12
6836,12
183331,12
202708,14
135111,12
89242,12
80018,12
117180,14
35018,12
65391,34
146066,12
234391,12
9236,12
198643,12
51019,14
180969,14
228458,12
197760,14
209671,12
52701,12
57785,14
157610,14
213033,12
128052,12
4956,12
137234,12
90770,12
60633,12
31370,12
90384,12
258929,14
143538,12
96611,12
225496,34
193275,32
107638,55
220583,12
136867,14
209841,12
69687,12
106161,14
64119,12
17253,12
21732,14
28335,11
181137,34
192709,12
62056,11
254622,11
157867,12
2803,34
227531,14
131412,12
173782,34
230699,12
162773,12
184428,12
218419,12
162293,12
243221,12
1293,12
194938,12
249827,12
198590,12
43842,12
136002,12
18865,12
202199,8
28861,12
183159,12
160376,12
149773,12
176404,12
196325,12
250286,8
40863,12
140682,34
96081,12
22267,14
8021,52
80171,34
176517,12
257614,12
97897,12
52438,18
141592,14
94445,12
78560,12
126275,11
188748,12
42400,12
126938,4
191178,12
74165,34
111306,12
147504,12
184235,12
219814,34
146909,12
81705,12
9896,12
218844,12
196944,12
124978,12
152207,12
61461,12
163649,12
146647,12
9472,12
89179,12
72333,12
208193,12
8351,12
172253,12
77158,8
200762,12
25335,34
226230,12
188853,14
58901,12
218820,12
22091,12
201332,12
27975,12
186434,12
218172,6
53500,12
63295,12
134456,12
33322,12
215138,12
204624,12
198419,12
95124,12
205381,12
145257,12
134014,12
167147,12
104788,12
165509,12
102681,12
139851,12
233440,12
123632,12
72261,12
78879,12
158733,12
248105,12
193480,12
236387,12
125542,12
218270,12
7360,12
146793,12
258694,12
174767,4
10368,12
152240,12
33122,12
7131,34
185227,12
236425,12
78262,4
139295,12
251146,12
92329,12
217242,12
72148,12
117244,34
48512,12
110201,12
58746,12
164465,12
117407,12
240092,12
115354,12
268,12
117262,12
24019,12
117715,12
175235,12
145930,32
214566,12
41232,34
219685,12
187880,12
137736,12
170237,12
159452,12
120757,14
126727,12
82301,12
146612,12
168932,12
20311,4
27612,34
43760,4
102054,34
106141,34
162910,6
171605,12
60289,12
83261,12
131679,12
172530,12
59512,6
214329,14
83271,12
7592,12
43939,14
201936,12
204603,12
58259,12
164256,4
63919,12
169889,52
252695,4
176754,12
76609,12
3418,8
196373,14
164513,52
172141,12
195351,12
64555,12
82126,12
247410,34
140617,9
209114,14
208137,14
104071,12
169876,12
88257,12
85470,12
89359,34
55268,11
151808,14
250156,14
243960,12
116283,12
175899,12
18754,12
120986,8
222305,12
43070,11
138864,11
224882,52
246176,12
150412,12
236766,12
32053,14
25495,12
5310,55
136418,12
226820,12
167557,12
61496,52
103808,12
223480,12
206078,12
237287,12
200115,14
15816,12
47256,61
221573,14
241726,12
134961,52
250839,12
233501,22
196206,12
132651,12
190632,14
201100,12
65825,14
161465,12
155045,12
96377,12
103774,12
99443,4
87504,12
115334,12
161058,12
228221,12
167986,12
131187,12
163220,12
112954,12
221145,18
213423,12
175733,29
41910,12
66183,14
248656,14
256670,12
243271,12
93654,12
225213,12
185428,12
119061,12
43660,12
27845,12
170207,12
128978,12
247494,12
16114,12
233135,8
55873,34
76962,8
212939,12
116516,4
12769,34
255399,12
243367,14
236332,12
129799,12
133993,12
248463,14
228892,12
127896,34
126968,12
212692,12
26235,62
71390,12
71816,12
37647,12
210737,12
141088,6
115873,12
138586,14
212326,14
81022,6
222756,12
237868,14
51585,34
241160,12
256658,12
169189,12
110170,12
4061,12
114921,12
221330,12
213361,12
190993,12
78330,26
47533,12
173223,12
135574,12
73865,12
168133,12
14498,12
48834,18
192838,12
117885,12
130595,12
12759,12
120404,14
59830,34
134525,12
44443,3
78505,34
161263,12
216687,12
207705,12
49384,12
254770,12
31827,12
59270,14
150502,12
206572,12
238810,12
176315,12
43397,12
139349,12
222327,12
218424,12
155402,12
125266,12
112327,12
23671,11
194189,12
149743,55
7284,12
213225,18
63067,12
87640,34
152006,12
100557,23
102357,14
191002,14
244774,14
48115,14
19618,4
188870,74
242864,4
50356,12
213412,12
1075,12
198967,12
144870,12
85870,12
134584,34
134244,34
154911,12
140892,12
248239,34
62148,12
121506,12
160378,34
207325,14
162271,12
196779,4
249808,12
204133,12
202772,4
228497,14
227362,12
225728,12
227254,12
182208,14
49419,48
224956,12
177175,12
60679,12
146744,34
158730,12
63209,12
244448,14
259351,12
97007,12
94034,12
205935,18
100114,7
121383,14
22417,46
138386,52
156703,14
178496,14
29149,14
76992,8
119297,12
218645,12
219865,12
160540,12
244127,8
113121,12
19728,12
259756,12
20917,12
258005,12
223400,12
149448,12
254751,12
20345,8
155945,4
163307,62
159497,12
164672,8
229440,12
84276,12
165947,12
162828,4
27819,12
142285,12
65269,4
66411,4
168778,12
143360,12
161469,12
161591,12
205578,12
27769,12
76041,4
133795,12
204726,12
212838,12
121113,12
24163,61
82376,8
31103,12
110451,4
50043,12
250389,12
146131,12
17936,26
128300,67
106020,12
46876,4
58012,8
190818,12
188408,12
234138,12
249497,12
2100,34
61627,4
182228,34
84623,12
65139,12
149036,4
5353,12
136995,12
242184,12
126347,34
189019,12
255808,12
119438,12
113999,12
124612,12
131110,6
148095,4
162542,12
173990,12
148145,12
86797,4
200254,12
194632,12
81403,12
100314,12
71186,12
9418,12
105584,76
44086,12
212126,12
115879,8
179260,18
43619,12
51219,4
68482,12
2984,67
189580,12
259997,12
195558,12
144099,12
212779,12
1710,12
194744,12
49750,12
202855,12
82063,34
223358,34
225531,12
215876,12
245593,12
30817,12
110476,12
44138,45
50289,12
119335,12
155394,12
107925,12
79374,12
185153,12
43498,12
25716,12
48033,12
167857,12
93505,12
109818,12
4119,12
12946,12
34526,12
240789,12
191429,11
96128,12
131385,12
96384,12
167262,12
194501,12
5832,12
222523,12
247143,12
82191,12
101811,12
84170,12
83246,12
12534,12
161247,12
5547,12
31454,12
129913,12
14657,12
63787,12
154989,12
10974,12
148549,12
211716,12
175497,12
248505,12
123507,12
212036,12
231406,12
99661,12
47938,12
146837,34
182049,12
119139,12
245220,12
123447,34
133256,12
102412,12
238056,12
135119,12
164323,34
244572,12
162035,12
41582,34
18724,34
136567,12
109238,12
243580,14
213611,12
85627,6
200076,14
152685,12
108855,3
49729,14
237006,12
160734,11
44490,6
22955,12
82173,14
83590,11
168723,4
3397,12
146235,12
220211,8
120540,50
31570,50
109750,12
95417,11
92376,12
140733,12
125648,12
54663,4
12585,12
119060,12
156446,12
45824,12
178186,12
203397,12
234602,12
107290,11
36334,67
147416,12
58130,12
15707,12
213817,9
143519,12
220971,34
190040,12
121907,12
121751,6
244298,12
26883,12
178455,12
85524,43
257237,11
24656,12
143760,12
95191,14
156125,9
186248,4
124520,12
225893,12
146875,12
75763,34
90373,12
23985,34
57315,34
159939,22
221113,4
259687,12
143151,34
195640,12
89257,11
122992,34
126970,14
254008,14
179749,12
111063,12
6797,12
226455,14
64505,12
238516,6
102358,52
234485,12
243437,12
67218,26
251870,8
227923,12
259483,12
94209,12
247959,12
248102,12
51416,12
70549,12
209651,12
131036,12
25727,52
140976,12
90583,12
19636,9
248447,12
78552,12
220764,12
82479,12
184888,12
35076,12
118805,4
142391,14
141779,12
8831,12
206561,12
94762,4
116170,14
260476,12
34227,12
246043,12
28878,14
18344,12
63293,12
143807,12
40152,12
119040,12
199940,12
88902,12
144008,12
209273,12
64192,34
199585,12
141761,12
85258,12
192653,12
50341,12
80364,12
242459,14
113255,12
246730,12
96162,20
6678,4
198232,12
33542,12
233750,12
62949,12
185486,12
75427,12
107265,12
243144,12
202619,12
88312,26
65555,34
189666,14
222511,9
88932,12
134563,26
94421,12
147361,12
47716,12
243887,34
176647,12
200607,12
243707,12
26510,56
121054,34
195996,14
89205,12
100762,12
145807,12
30834,12
109960,12
133976,4
728,12
87136,12
59876,76
103523,12
31969,12
166426,34
17509,12
181074,12
206118,34
8161,14
195171,12
181950,12
237335,12
61668,12
57988,12
220673,14
154295,12
2853,12
165766,34
159768,12
257609,11
148092,12
217591,14
99066,12
31291,12
40943,46
58591,12
205010,12
254317,14
107241,12
160504,26
26041,14
240666,12
88481,12
250465,12
70043,74
239835,12
163834,12
259499,12
17873,6
188644,12
154328,12
12366,12
203286,12
149709,12
488,12
121227,12
231896,12
155223,12
131462,18
195982,14
212391,12
169060,12
24338,12
32058,16
114050,34
3787,12
72808,12
36753,12
230373,12
234727,12
39673,14
50178,12
194071,14
228531,34
229475,14
143427,12
217677,14
78382,12
30874,12
113678,8
193320,12
190561,12
213881,12
68705,12
144505,12
29979,2
119457,12
130479,12
168863,12
206457,47
24262,12
243453,12
39416,34
87772,34
7936,12
227473,12
134849,12
91189,12
173206,26
187034,12
148773,12
158813,12
211878,12
234857,12
10995,12
203163,12
128614,12
130041,12
243757,12
203998,12
130249,12
200312,12
136856,8
56453,12
246491,12
122700,12
62016,12
194990,12
149822,12
20813,12
85700,12
124894,12
135649,12
127949,12
13930,11
186864,4
75336,62
121880,12
8325,12
191463,4
20367,12
37726,12
169044,4
182472,12
11729,4
83379,12
13430,12
206350,12
165817,8
35392,12
26441,12
84037,12
54833,12
193508,12
190180,8
146052,12
49924,4
83623,12
187816,12
208386,12
249755,12
72448,12
62730,11
185926,12
109879,12
65728,4
206106,12
39375,12
158385,12
98690,12
99546,12
73243,12
78909,12
37171,4
111092,12
104646,8
45891,34
185437,12
235811,12
148827,12
254526,12
234354,12
93248,12
46679,12
19872,12
164113,12
374,12
49712,12
3800,12
182469,12
163110,12
35272,12
43810,12
22892,12
106009,12
2815,12
35202,12
163990,12
50437,12
104374,12
66506,12
226008,12
74145,12
95133,12
183641,12
111579,12
183541,12
125067,12
189421,12
227513,46
41688,12
259166,12
109120,12
83108,12
14741,12
163090,12
109401,12
101883,12
28447,12
196029,50
251963,12
156670,34
121308,12
143157,12
149296,12
109382,12
99434,12
234048,12
189785,12
208030,12
47725,12
3147,53
36361,12
89702,12
7701,12
256905,12
173002,12
10111,4
108320,12
136426,12
153151,12
139770,12
212433,34
91252,34
66781,8
14120,12
212415,12
139948,4
4732,12
179159,12
193753,12
20314,12
138619,12
28367,34
59758,4
117713,12
155369,4
87303,12
103916,12
215475,14
122611,12
202261,12
247939,43
156170,34
182685,21
125567,12
38694,12
22662,12
20911,14
42524,52
260028,12
26705,12
217510,62
138776,12
36132,12
240834,18
78613,34
252114,46
55604,8
107967,0
42689,12
145394,3
159481,11
252803,14
18669,12
240301,12
218292,12
232837,4
133371,4
26064,12
125517,12
174057,12
89685,4
202126,12
257686,14
139570,12
183862,14
244357,12
7124,12
162812,12
242438,52
228910,14
202361,76
58581,12
54824,12
155760,18
16038,12
94272,4
100756,12
218417,12
145787,12
188323,12
180223,12
219075,26
116158,12
74040,12
103229,76
126507,12
94910,52
29466,12
13270,12
121945,12
171940,12
99385,12
191024,11
167834,8
212467,12
95828,12
56886,12
200465,12
161570,12
21482,34
204235,11
162722,12
121185,12
236656,46
49920,12
216857,12
200534,34
131489,12
105807,12
233892,12
223783,12
23319,34
253264,4
122951,34
213844,12
49908,46
185069,12
178967,12
181495,12
56835,12
70049,12
257280,12
113214,12
148491,34
25910,34
225832,12
151966,4
183177,12
226387,55
150683,4
236788,12
256912,12
126216,12
230145,14
43253,12
95082,12
156886,46
105949,12
102382,29
177673,12
234039,14
59808,26
71762,47
66920,14
143563,12
124905,14
138645,12
125707,12
33816,12
124977,12
51499,34
163566,11
60221,12
58718,12
139474,12
226351,62
162220,8
23228,34
197670,12
92974,12
254935,4
255925,12
89789,12
162857,12
214824,12
14566,4
75240,12
230349,12
80447,12
71093,4
4863,12
249630,12
179357,12
202613,12
69117,12
201536,12
158434,18
50553,12
216290,12
183148,12
229662,12
128913,12
204659,55
191932,12
103388,12
190480,26
156244,12
55274,12
47174,55
89372,18
24251,14
64155,14
182389,12
245530,12
67886,34
211341,12
159410,12
189081,12
14256,12
199287,12
26837,12
132363,34
79705,12
87651,53
183887,12
178940,26
153381,12
248703,12
48542,12
242,12
249281,12
124849,12
68253,12
59373,14
4311,12
221163,12
19531,12
166529,12
163272,14
102752,6
40570,14
140896,12
200869,14
94223,16
170045,12
149341,12
68060,14
147241,12
177037,12
236089,6
162127,11
255017,4
168315,4
141642,12
26529,4
179531,12
235731,12
10371,12
73808,34
95928,14
156191,12
46728,12
197529,12
8223,12
69600,14
84692,12
260,20
42683,11
161974,12
168270,12
221475,12
182225,12
36267,12
191957,52
158142,8
240433,4
141765,26
114660,12
36715,12
221130,12
130784,12
130863,12
162225,12
151708,12
240412,12
220598,12
58672,12
123542,12
159226,14
85667,12
145069,12
209240,12
110722,55
58994,12
55554,12
190456,12
73131,12
62607,12
30234,12
86468,12
143257,12
6644,12
10363,12
186345,12
45406,12
190273,12
246286,12
33653,12
145683,12
254542,12
3292,12
105818,12
196865,12
92475,12
106612,12
222469,12
197141,12
58807,8
11654,12
137446,34
56850,12
51134,12
